retailer_code,SKU,barcode,available_stock,direct_url,country_id
1234,,5407008892296,2,https://www.ruitersport-levade.nl/product/kentucky-horsewear-polar-fleece-badages-velvet-pearls-marine/,528
1234,,5407008892302,2,https://www.ruitersport-levade.nl/product/kentucky-horsewear-polar-fleece-badages-velvet-pearls-zwart/,528
1234,,,,https://www.ruitersport-levade.nl/product/kentucky-horsewear-neck-all-weather-150g-navy/,528
1234,,,2,https://www.ruitersport-levade.nl/product/kentucky-horsewear-neck-all-weather-150g-navy/?attribute_pa_dekens-maat=large,528
1234,,,0,https://www.ruitersport-levade.nl/product/kentucky-horsewear-neck-all-weather-150g-navy/?attribute_pa_dekens-maat=medium,528
1234,,,7,https://www.ruitersport-levade.nl/product/kentucky-horsewear-neck-all-weather-150g-navy/?attribute_pa_dekens-maat=xl,528
1234,,,,https://www.ruitersport-levade.nl/product/kentucky-horsewear-zweetdeken-show-fleece-heavy-zwart/,528
1234,,,0,https://www.ruitersport-levade.nl/product/kentucky-horsewear-zweetdeken-show-fleece-heavy-zwart/?attribute_pa_dekens-maat=6-3-190,528
1234,,5407008894832,1,https://www.ruitersport-levade.nl/product/kentucky-horsewear-zweetdeken-show-fleece-heavy-zwart/?attribute_pa_dekens-maat=6-6-198,528
1234,,5407008894856,1,https://www.ruitersport-levade.nl/product/kentucky-horsewear-zweetdeken-show-fleece-heavy-zwart/?attribute_pa_dekens-maat=6-9-206,528
1234,,,0,https://www.ruitersport-levade.nl/product/kentucky-horsewear-zweetdeken-show-fleece-heavy-zwart/?attribute_pa_dekens-maat=7-0-213,528
1234,,,,https://www.ruitersport-levade.nl/product/kentucky-horsewear-uitrijdeken-heavy-fleece-dark-grey/,528
1234,,,1,https://www.ruitersport-levade.nl/product/kentucky-horsewear-uitrijdeken-heavy-fleece-dark-grey/?attribute_pa_dekenmaat=l,528
1234,,,0,https://www.ruitersport-levade.nl/product/kentucky-horsewear-uitrijdeken-heavy-fleece-dark-grey/?attribute_pa_dekenmaat=m,528
1234,,,,https://www.ruitersport-levade.nl/product/kentucky-horsewear-uitrijdeken-heavy-fleece-dark-bordeaux/,528
1234,,,1,https://www.ruitersport-levade.nl/product/kentucky-horsewear-uitrijdeken-heavy-fleece-dark-bordeaux/?attribute_pa_dekenmaat=l,528
1234,,,0,https://www.ruitersport-levade.nl/product/kentucky-horsewear-uitrijdeken-heavy-fleece-dark-bordeaux/?attribute_pa_dekenmaat=m,528
1234,,,,https://www.ruitersport-levade.nl/product/kentucky-horsewear-uitrijdeken-heavy-fleece-dark-marineblauw/,528
1234,,,1,https://www.ruitersport-levade.nl/product/kentucky-horsewear-uitrijdeken-heavy-fleece-dark-marineblauw/?attribute_pa_dekenmaat=l,528
1234,,,0,https://www.ruitersport-levade.nl/product/kentucky-horsewear-uitrijdeken-heavy-fleece-dark-marineblauw/?attribute_pa_dekenmaat=m,528
1234,,,,https://www.ruitersport-levade.nl/product/kentucky-horsewear-uitrijdeken-heavy-fleece-dark-dennengroen/,528
1234,,,0,https://www.ruitersport-levade.nl/product/kentucky-horsewear-uitrijdeken-heavy-fleece-dark-dennengroen/?attribute_pa_dekenmaat=l,528
1234,,,0,https://www.ruitersport-levade.nl/product/kentucky-horsewear-uitrijdeken-heavy-fleece-dark-dennengroen/?attribute_pa_dekenmaat=m,528
1234,,,,https://www.ruitersport-levade.nl/product/kentucky-horsewear-velvet-halster-oude-roos/,528
1234,,5407008893705,2,https://www.ruitersport-levade.nl/product/kentucky-horsewear-velvet-halster-oude-roos/?attribute_pa_maat=klowie-d8990ee18b30041b1fc3634a7b2204eac482c0fc&attribute_pa_kleur=klowie-54076359fdc7f1f0e000b9ae15b96f8b09866acb,528
1234,,,,https://www.ruitersport-levade.nl/product/kentucky-horsewear-velvet-halster-emerald/,528
1234,,,2,https://www.ruitersport-levade.nl/product/kentucky-horsewear-velvet-halster-emerald/?attribute_pa_halster-maat=cob,528
1234,,,,https://www.ruitersport-levade.nl/product/kentucky-horsewear-velvet-halster-mosterd/,528
1234,,,0,https://www.ruitersport-levade.nl/product/kentucky-horsewear-velvet-halster-mosterd/?attribute_pa_halster-maat=cob,528
1234,,,2,https://www.ruitersport-levade.nl/product/kentucky-horsewear-velvet-halster-mosterd/?attribute_pa_halster-maat=full,528
1234,,,,https://www.ruitersport-levade.nl/product/kentucky-horsewear-velvet-halster-zwart/,528
1234,,,0,https://www.ruitersport-levade.nl/product/kentucky-horsewear-velvet-halster-zwart/?attribute_pa_halster-maat=cob,528
1234,,,3,https://www.ruitersport-levade.nl/product/kentucky-horsewear-velvet-halster-zwart/?attribute_pa_halster-maat=full,528
1234,,5407008893491,1,https://www.ruitersport-levade.nl/product/kentucky-horesewear-lead-rope-basic-mosterd/,528
1234,,5407008893484,2,https://www.ruitersport-levade.nl/product/kentucky-horesewear-lead-rope-basic-emerald/,528
1234,,5407008893507,2,https://www.ruitersport-levade.nl/product/kentucky-horesewear-lead-rope-basic-oude-roos/,528
1234,,,,https://www.ruitersport-levade.nl/product/kentucky-saddle-pad-fishbone-dr/,528
1234,,5407007533169,3,https://www.ruitersport-levade.nl/product/kentucky-saddle-pad-fishbone-dr/?attribute_pa_kleur=klowie-ec7cf4a15e9610978d0bf9ff93be45c7dda6d5c8,528
1234,,,,https://www.ruitersport-levade.nl/product/kentucky-leather-chain-lead-270cm/,528
1234,,5407008893781,5,https://www.ruitersport-levade.nl/product/kentucky-leather-chain-lead-270cm/?attribute_pa_kleur=klowie-cbfb3cb785c436531a6c26daf568a1c8b49fba71,528
1234,,2500000410147,1,https://www.ruitersport-levade.nl/product/kentucky-leather-chain-lead-270cm/?attribute_pa_kleur=klowie-282ec83c72fd9c225697f2e5d9a8988d0a2dcc78,528
1234,,5407008893514,6,https://www.ruitersport-levade.nl/product/kentucky-hoof-pick-small/,528
1234,,5425030837610,1,https://www.ruitersport-levade.nl/product/kentucky-relax-horse-toy-pony-natural/,528
1234,,,,https://www.ruitersport-levade.nl/product/kentucky-saddle-pad-classic-dressage/,528
1234,,2500000414091,2,https://www.ruitersport-levade.nl/product/kentucky-saddle-pad-classic-dressage/?attribute_pa_kleur=klowie-cbfb3cb785c436531a6c26daf568a1c8b49fba71&attribute_pa_maat=klowie-10b28a8c1e445017f5c61e4266d4b7ad9e9a3748,528
1234,,2500000414107,1,https://www.ruitersport-levade.nl/product/kentucky-saddle-pad-classic-dressage/?attribute_pa_kleur=klowie-fa489e17071fe4ad847c2b6ce0bae84aec63c208&attribute_pa_maat=klowie-10b28a8c1e445017f5c61e4266d4b7ad9e9a3748,528
